pmcid,title,year,model_score,is_rct,filename,status
13331079,Comparing video-based and four-step simulation training in paediatric basic life support: a pilot randomised controlled study.,2026,3.2842,True,PMC13331079.pdf,cached
13315151,Efficacy and safety of ofatumumab in participants with relapsing multiple sclerosis and breakthrough disease on oral fingolimod or fumarates: results from the ARTIOS study.,2026,2.1531,True,PMC13315151.pdf,cached
13312628,"Histopathological effect of hypervitaminosis D&lt;sub&gt;3&lt;/sub&gt; on the submandibular salivary gland of albino rats and the possible protective role of vitamin K ""histological &amp; ultrastructural study"".",2026,1.683,True,PMC13312628.pdf,cached
13330968,Outcomes of Single versus Repeated High-Voltage Pulsed Radiofrequency for Thoracic Herpes Zoster Neuralgia in Patients with Diabetes Mellitus: A Retrospective Study.,2026,2.0839,True,PMC13330968.pdf,cached
13318273,"Comparison of three-lobe and en-bloc techniques during the holmium laser enucleation of the prostate learning curve: a prospective, multicenter, cohort study.",2026,1.4525,True,PMC13318273.pdf,cached
13318267,Dermalix enhances angiogenesis and collagen remodeling in an ischemic colon anastomosis rat model.,2026,1.4285,True,PMC13318267.pdf,cached
13317281,"A placebo-controlled study of the effects of Saccharomyces cerevisiae var. boulardii CNCM I-1079 probiotic on faecal quality, microbiota and immunity in weaned kittens.",2026,3.5664,True,PMC13317281.pdf,cached
13331005,"Low-density lipoprotein cholesterol management and goal attainment at 1 year in patients with diabetes, pre-diabetes and normoglycaemia: results from the European, prospective, observational SANTORINI study.",2026,1.3958,True,PMC13331005.pdf,cached
13331037,Longitudinal serological detection of exposure to SARS-CoV-2 in a cohort of pregnant women in Malawi: a secondary analysis from a randomised controlled trial.,2026,1.6995,True,PMC13331037.pdf,cached
13313333,Effectiveness of the Responding to Experienced and Anticipated Discrimination (READ) training on reducing stigma for medical students in Tunisia.,2026,1.904,True,PMC13313333.pdf,cached
13313344,Women's experiences with and preferences for contraceptive side effect counseling and management: A qualitative study from Ethiopia and Kenya.,2026,1.4293,True,PMC13313344.pdf,cached
13313341,Correction: A treadmill training program in a gamified virtual reality environment combined with transcranial direct current stimulation in Parkinson's Disease: Study protocol for a randomized controlled trial.,2026,4.7911,True,PMC13313341.pdf,cached
13314701,Subthreshold micropulse laser for subretinal fluid after vitrectomy in myopic traction maculopathy: a pilot randomized controlled trial.,2026,4.4378,True,PMC13314701.pdf,cached
13330761,ED50 and ED95 of Remimazolam Combined with Sufentanil for Sedation During Ultrasound-Guided High-Intensity Focused Ultrasound Ablation of Uterine Fibroids: A Prospective Dose-Finding Study.,2026,2.139,True,PMC13330761.pdf,cached
13314676,Implementation of procalcitonin-guided antibiotic stopping advice in sepsis: A mixed-methods process evaluation in a clinical trial context.,2026,1.274,True,PMC13314676.pdf,cached
13314675,Neurophysiological and Cognitive Effects of Transcendental Meditation: Evidence from EEG Biomarkers and Reaction Time.,2026,1.7928,True,PMC13314675.pdf,cached
13312236,"Assessment of treatment outcomes in patients receiving high- versus low-dose sulfamethoxazole-trimethoprim for oral stepdown therapy in gram-negative bacteremia: a multi-center, retrospective cohort study.",2026,1.6417,True,PMC13312236.pdf,cached
13312244,Advancing antimicrobial stewardship programs in retirement homes: a quality improvement pilot using prospective audit and feedback.,2026,1.2705,True,PMC13312244.pdf,cached
13317234,"Clowning in care: long-term effectiveness of clown visits on residents' affect, resilience, sleep quality and functionality.",2026,2.0662,True,PMC13317234.pdf,cached
13330949,Randomised feasibility trial of outpatient versus inpatient laparoscopic cholecystectomy for benign gallbladder disease (OUTchol): study protocol.,2026,3.5868,True,PMC13330949.pdf,cached
13314877,Investigating enhancement of learning and memory following supplementation with Juice Plus&lt;sup&gt;+&lt;/sup&gt;® Omega in an adolescent population.,2026,2.9059,True,PMC13314877.pdf,cached
13312590,Comparison between ultrasound guided pericapsular nerve group (PENG) block and interscalene brachial plexus block for postoperative analgesia following shoulder arthroscopy: a randomized controlled trial.,2026,3.8548,True,PMC13312590.pdf,cached
13331029,Pharmacological Inhibition of Tropomyosin Receptor Kinase B Reverses Remifentanil-Induced Postoperative Hyperalgesia and Synaptic Remodeling.,2026,1.2195,True,PMC13331029.pdf,cached
13319577,Long-term use of rozanolixizumab in generalised myasthenia gravis: final pooled analysis of the phase III MycarinG study and two open-label extensions.,2026,3.168,True,PMC13319577.pdf,cached
13315490,"Polyphenols increase circulating lipids but improve LDL particle quality and reduce LDL oxidation in postmenopausal women: metabotype- and age-dependent effects in a randomised, placebo-controlled crossover trial.",2026,3.3618,True,PMC13315490.pdf,cached
13311297,Comparative Effectiveness of Massage Gun and Myofascial Release Technique for Releasing Latent Trigger Points of Calf Muscle: A Randomized Clinical Trial.,2026,5.3578,True,PMC13311297.pdf,cached
13312096,Effects of a transformative learning theory-based health literacy enhancement program on self-management behaviors and blood pressure in adults with uncontrolled hypertension in Thailand: A cluster randomized controlled trial.,2026,4.7589,True,PMC13312096.pdf,cached
13311589,Theory-based dyadic co-learning intervention to enhance family resilience in men with prostate cancer and their spouses in Taiwan: protocol for a randomised controlled trial.,2026,4.7083,True,PMC13311589.pdf,cached
13312098,Effects of medagogy-based health literacy enhancement on self-management behaviors and functional capacity among older persons with chronic heart failure: A randomized controlled trial.,2026,4.0755,True,PMC13312098.pdf,cached
13311628,Estimation of ED50 and ED95 of oliceridine required to suppress bronchoscopic responses during remimazolam sedation: study protocol for an up-and-down sequential allocation trial.,2026,2.141,True,PMC13311628.pdf,cached
13311306,Athletic Intervention After Thoracic Surgery for Lung Cancer: Rationale and Design of the ATHENA Study.,2026,2.0015,True,PMC13311306.pdf,cached
13311638,Contact activation of coagulation in newly inserted central venous catheters (CAS-2): protocol for a randomised controlled study comparing four commercially available catheters.,2026,2.6295,True,PMC13311638.pdf,cached
13311750,Impact of dexmedetomidine administration timing on postoperative delirium in elderly patients with lower limb fractures: a study protocol for a randomised controlled trial.,2026,5.3662,True,PMC13311750.pdf,cached
13312094,The effect of a self-management program through a mobile application on lipid profile among persons with coronary artery disease: A randomized controlled trial study in Thailand.,2026,3.9046,True,PMC13312094.pdf,cached
13312575,Effects on 24-h physical behaviors and heart rate variability during sleep of a co-created workplace intervention to promote recovery in office workers with flexible work.,2026,3.0173,True,PMC13312575.pdf,cached
13311296,Effects of Strengthening-Based Home Exercise Program on Pain and Function in Knee Osteoarthritis: Phase I Results of a Two-Phase Randomized Controlled Trial.,2026,6.4994,True,PMC13311296.pdf,cached
13331100,Efficacy and safety of RApid PrednIsolone Dose reduction for acute exacerbation of Idiopathic Pulmonary Fibrosis (RAPID-IPF Trial): a study protocol for a randomised controlled trial.,2026,4.4748,True,PMC13331100.pdf,cached
13311764,"Virtual reality training for cognitive impairment in adults treated with haemodialysis (VIRTUAL): protocol for a multicentre, randomised, open-label feasibility trial.",2026,4.9428,True,PMC13311764.pdf,cached
13311636,"&lt;b&gt;The RESPONDER trial:&lt;/b&gt; a feasibility study of an early intervention model deploying community first responders to administer intranasal naloxone in suspected opioid overdoses in Skåne, Sweden.",2026,1.637,True,PMC13311636.pdf,cached
13310320,"Small-incision, point-by-point debridement combined with double-cannula negative-pressure irrigation and drainage for granulomatous mastitis: A single-center retrospective cohort study.",2026,2.0074,True,PMC13310320.pdf,cached
13310949,Correction to: Telehealth cognitive behavioural therapy improves health-related quality of life and pain in endometriosis: the Healing Pelvic Pain Intervention (HaPPI)-a randomized controlled trial.,2026,4.4799,True,PMC13310949.pdf,cached
13312558,Tree-based exploratory identification of predictive biomarkers in non-randomized data.,2026,2.9626,True,PMC13312558.pdf,cached
13310332,Immediate versus delayed dexamethasone implantation during vitrectomy for diabetic macular edema with secondary epiretinal membrane: A retrospective comparative study.,2026,2.4033,True,PMC13310332.pdf,cached
13321579,"Investigating the effect of intermittent fasting (time-restricted eating) with and without calorie restriction compared to calorie restriction on anthropometric parameters, depression score, and metabolic factors in patients with major depression disorder and obesity: a study protocol for a randomized controlled trial.",2026,3.1783,True,PMC13321579.pdf,cached
13317540,Content Validity and Psychometric Evaluation of the Idiopathic Hypersomnia Severity Scale (IHSS) in Adults with Idiopathic Hypersomnia.,2026,1.4383,True,PMC13317540.pdf,cached
13309632,Atezolizumab and bevacizumab plus chemotherapy versus chemotherapy in non-small cell lung cancer after tyrosine kinase inhibitor failure.,2026,1.543,True,PMC13309632.pdf,cached
13307616,"The Effect of Ostrich Oil on Pain, Healing, and Recurrence of Chronic Anal Fissure: A Randomized Controlled Double-Blind Clinical Trial.",2026,4.7384,True,PMC13307616.pdf,cached
13316056,Implementing measurement-based care in the analgesic management of cancer pain patients receiving intrathecal drug infusion.,2026,1.7333,True,PMC13316056.pdf,cached
13317547,Transnasal Humidified Rapid-Insufflation Ventilatory Exchange versus Oropharyngeal Airway-Assisted Face-Mask Ventilation for Gastric Insufflation During Induction of General Anesthesia in Patients at High Risk for Obstructive Sleep Apnea.,2026,2.0865,True,PMC13317547.pdf,cached
13312999,Stroboscopic balance training enhances dynamic stability and postural control in collegiate badminton players: a randomized controlled trial.,2026,4.2053,True,PMC13312999.pdf,cached
13318542,"Effects of metformin and exercise on Alzheimer's model induced by D-galactose in the rats: A behavioral, histological and BDNF gene study.",2026,2.2633,True,PMC13318542.pdf,cached
13317535,The Prognostic Value of Early Treatment Factors for Cognitive Behavioral Therapy for Insomnia (CBT-I) Outcomes.,2026,2.124,True,PMC13317535.pdf,cached
13308919,Noninvasive physical plasma in vulvar lichen sclerosus: a prospective pilot study.,2026,1.6127,True,PMC13308919.pdf,cached
13308701,Pre-emptive versus empirical antifungal therapy in patients with febrile neutropenia with acute leukaemia: a GIMEMA study.,2026,1.6964,True,PMC13308701.pdf,cached
13319388,"Immunomodulatory, inflammatory, functional and biomechanical benefits of chronic exercise in physically active vs. insufficiently active older after fourth COVID-19 vaccine dose: nine months cohort.",2026,1.5897,True,PMC13319388.pdf,cached
13308840,Potentials and challenges of next generation sequencing-guided individualized treatment for management of rifampicin-resistant tuberculosis - A qualitative study.,2026,1.1855,True,PMC13308840.pdf,cached
13312274,Watch Me Play!: results of a feasibility study of a remotely delivered intervention to promote mental health resilience for children (age 0-8 years) across UK early years and children's services.,2026,2.0095,True,PMC13312274.pdf,cached
13317545,Effect of Titrated Dexmedetomidine versus Esmolol on Postoperative Myocardial Injury in High-Risk Patients Undergoing Laparoscopic Colorectal Cancer Surgery: A Randomized Controlled Trial.,2026,4.3496,True,PMC13317545.pdf,cached
13313278,Immunogenicity and safety of a 2 + 1 schedule of the DTaP-IPV-HB-Hib hexavalent combination vaccine in preterm infants in Spain.,2026,2.4435,True,PMC13313278.pdf,cached
13307183,Effect of Endoscopic Retrograde Appendicitis Therapy on Postoperative Gastrointestinal Function in Patients With Chronic Fecalith Appendicitis.,2026,1.4249,True,PMC13307183.pdf,cached
13307615,Routine circumferential patellar denervation during total knee arthroplasty did not consistently eliminate neural structures at the lateral patellar border: A prospective randomised controlled trial with histological outcomes.,2026,1.9409,True,PMC13307615.pdf,cached
13309530,Direct- versus video laryngoscopy during suction assisted laryngoscopy and airway decontamination (SALAD): A randomized controlled simulation study.,2026,3.5455,True,PMC13309530.pdf,cached
13319687,Real-Life Effectiveness of Aclidinium/Formoterol on COPD Control: The REDACT Observational Study.,2026,1.4925,True,PMC13319687.pdf,cached
13305325,Combination of Dietary Fibers From Different Food Origins as a Treatment for Adults With Functional Constipation: A Randomized Clinical Trial.,2026,5.9241,True,PMC13305325.pdf,cached
13309642,"Association of an app-based intervention with improvements in mobility, trunk muscle strength and patient-reported disease activity in axial spondyloarthritis: a 24-week pre-post study.",2026,2.6712,True,PMC13309642.pdf,cached
13308783,A curriculum-integrated sun safety intervention to improve adolescent skin health knowledge in an independent girls' secondary school.,2026,2.2012,True,PMC13308783.pdf,cached
13318552,The cost analysis of remifentanil and fentanyl for analgosedation in mechanically ventilated patients in intensive care: Post hoc analysis of an open-labelled pilot randomised controlled study.,2026,1.7041,True,PMC13318552.pdf,cached
13320398,Iodine-Impregnated Adhesive Film Enhances Dressing Integrity and Patient Satisfaction After Primary Total Knee Arthroplasty: A Prospective Randomized Controlled Trial.,2026,3.6372,True,PMC13320398.pdf,cached
13313021,Comparative Evaluation of Prolonged Dual Antiplatelet Therapy versus Conventional Regimens on Prognosis in Patients with High Residual Inflammatory Risk: Results from a Prospective Observational Study.,2026,1.7768,True,PMC13313021.pdf,cached
13310484,Efficacy of an exercise oncology program on sleep quality and circadian rhythm in head and neck cancer patients undergoing chemo-radiation therapy: a randomized controlled trial.,2026,3.6716,True,PMC13310484.pdf,cached
13311700,Investigating the feasibility and acceptability of the TeleRehabilitation of balance clinical and economic Decision Support System (TeleRehaB DSS) in adults at risk of falls: study protocol for a multicentre clinical trial.,2026,2.6241,True,PMC13311700.pdf,cached
13311702,N=1-studies In Statin-intolerance; Objectifying Nocebo Effects (NISONE): a study protocol for a randomised controlled trial assessing the implementability of N=1-studies to promote the use of statins.,2026,4.1302,True,PMC13311702.pdf,cached
13325283,"Prognostic markers, quality of life (QoL) and value of health (V-He) in advanced biliary cancers (ABC) treated with second-line active symptom control (ASC) alone or ASC with oxaliplatin-5-FU chemotherapy (ASC + FOLFOX) in the randomised phase III, multicentre, open-label ABC-06 clinical trial.",2026,2.4897,True,PMC13325283.pdf,cached
13294337,Influence of Ketogenic Diet Lipid Composition on Anxiety-Like Behavior and Neurometabolic Profile in Healthy Rats.,2026,1.5411,True,PMC13294337.pdf,cached
13297265,Augmented Reality-Assisted Training Tool for Mental Health Task-Sharers: Pilot Mixed Methods Usability Study.,2026,1.3117,True,PMC13297265.pdf,cached
13311567,GOLD 2026 COPD ABE assessment tool to identify individuals at high risk in a UK multicentre COPD cohort (ERICA).,2026,1.2253,True,PMC13311567.pdf,cached
13311687,"Clinical efficacy of portable, cost-effective manual thermal pulsation for obstructive meibomian gland dysfunction and factors associated with therapeutic efficacy.",2026,1.7223,True,PMC13311687.pdf,cached
13303462,Effects of a single-dose denosumab on glucose and lipid homeostasis in young infertile men.,2026,3.9938,True,PMC13303462.pdf,cached
13296495,Virtual Reality Simulation in Postgraduate Pediatric Critical Care Training Based on Trainee Perceptions in London: Exploratory Mixed Methods Study.,2026,1.1454,True,PMC13296495.pdf,cached
13325325,Delivering cervical cancer screening and management to women in remote communities of the Peruvian Amazon: a mixed methods analysis of a mobile point-of-care intervention.,2026,1.1282,True,PMC13325325.pdf,cached
13321280,Box breathing and prolonged exhalation reduces markers of physiological stress reactivity in response to a virtual trier social stress test.,2026,2.2291,True,PMC13321280.pdf,cached
13304968,"A Resiliency Intervention to Support Nurses Engaged in the Provision of HIV Care in KwaZulu-Natal, South Africa: Protocol for a Pilot Randomized Controlled Trial.",2026,4.9931,True,PMC13304968.pdf,cached
13311587,Studying Early Life Live-Attenuated influenza virus immune Responses (STELLAR): study protocol for an exploratory observational study of the nasal mucosal and systemic immune response in healthy children given an intranasal live-attenuated influenza vaccine.,2026,1.1851,True,PMC13311587.pdf,cached
13303689,Vitexin Protects Against Scopolamine-Induced Cognitive Impairment by Preserving Synaptic Integrity and Modulating Nrf2/HO-1 and NF-κB Signaling Pathways.,2026,1.4975,True,PMC13303689.pdf,cached
13303315,Patient-reported distress and correlates while on adjuvant endocrine therapy following breast cancer treatment among post-menopausal women: a group-based trajectory model analysis.,2026,1.7017,True,PMC13303315.pdf,cached
13303471,Minimally invasive stabilisation of anterior pelvic ring injuries through anterior infix versus percutaneous anterior retrograde pubic screw: a prospective comparative cohort study.,2026,1.4499,True,PMC13303471.pdf,cached
13295422,Evaluating a Dual Digital Cognitive Behavioral Therapy and Health and Wellness Coaching Intervention for Anxiety and Depression: Single-Arm Pilot Study.,2026,2.2286,True,PMC13295422.pdf,cached
13316815,Follow-up Study on the Sleep Status of Anti-Epidemic Staff: A Study Based on Wearable Sleep Trackers.,2026,1.4097,True,PMC13316815.pdf,cached
13295520,Several key issues should be emphasized in assessing clinical benefits of a regional block for elderly patients undergoing hip arthroplasty under spinal anesthesia.,2026,1.9166,True,PMC13295520.pdf,cached
13311680,Efficacy of a comprehensive medication management programme on medication adherence in patients with heart failure and polypharmacy (PERSEUS-HF): study protocol for a multicentre randomised controlled trial.,2026,3.678,True,PMC13311680.pdf,cached
13311754,Effect of an early time restricted eating Mediterranean diet compared to naltrexone/bupropion on liver fibrosis in people with cardiometabolic risk factors in a hospital outpatient clinic: study protocol for a randomised controlled trial (MEDFAST trial).,2026,3.5831,True,PMC13311754.pdf,cached
13311643,Pre-exposure prophylaxis (PrEP) for men who have sex with men and transgender women in a clinic and a community-based setting: results from the first demonstration project in India.,2026,1.2611,True,PMC13311643.pdf,cached
13303669,"Comparison of three different hpv self-sampling tools - a subanalysis of the prospective, randomized hannover self-collection study.",2026,2.5842,True,PMC13303669.pdf,cached
13318551,Evaluation of the clinical impact of different telemedicine practices in intensive care units: A stepped-wedge cluster randomized clinical trial (TELESCOPE 2): Study protocol.,2026,3.2825,True,PMC13318551.pdf,cached
13310482,Does set configuration influence long-term adaptations to complex training in national-level wrestlers? A volume-matched randomized trial.,2026,3.6373,True,PMC13310482.pdf,cached
13305144,Nutritional Changes and Contributing Factors in Iran: A Comprehensive Study From PERSIAN Cohort Study (2015-2017 and 2021-2023).,2026,1.1349,True,PMC13305144.pdf,cached
13312842,"Pre-qualifications, learning strategies, and study satisfaction among medical students: insights from a multicenter German study.",2026,1.1216,True,PMC13312842.pdf,cached
13295380,The effect of sleep deprivation on lens-induced-myopia in guinea pigs.,2026,2.3418,True,PMC13295380.pdf,cached
13311648,Guided self-determination intervention versus an attention control group of people with type 2 diabetes in an outpatient clinic setting-the OVERCOME randomised clinical trial.,2026,3.5665,True,PMC13311648.pdf,cached
13311616,"Codesigned STAIR OF KNOWLEDGE intervention to prevent pressure ulcers, malnutrition, poor oral health and falls in Swedish nursing homes: an external pilot cluster randomised controlled study.",2026,2.9632,True,PMC13311616.pdf,cached
13320388,"A multi-centre, phase 1a/1b dose escalation and expansion study of the HER2-directed antibody-drug conjugate T-Bren (BL-M07D1) in advanced breast cancer and other solid tumours.",2026,1.8112,True,PMC13320388.pdf,cached
13294167,Effectiveness of low-level laser therapy compared to standard postoperative care on pain intensity and cesarean section wound healing in the immediate postoperative period: a randomized clinical trial.,2026,3.7275,True,PMC13294167.pdf,cached
13314393,Effects of &lt;i&gt;Citrus unshiu&lt;/i&gt; Intake on Serum Brain-Derived Neurotrophic Factor Levels and Mood States: A Pilot Randomized Controlled Trial.,2026,4.3405,True,PMC13314393.pdf,cached
13313011,Jianpi Rougan Method in Support of Lenvatinib Therapy: A Real-World Study on Maintaining Relative Dose Intensity and Mitigating Toxicity-Driven Discontinuation in Intermediate-to-Advanced HCC.,2026,1.6719,True,PMC13313011.pdf,cached
13304376,Innovative competency-based education approach to radiology residency: integrating modular training in clinical practice and research.,2026,2.0637,True,PMC13304376.pdf,cached
13311703,Reducing violence for adolescents and their parents in three disadvantaged communities in North India: a pilot implementation study of the Parwarish (PLH-Teens) parenting programme.,2026,1.4755,True,PMC13311703.pdf,cached
13311695,Untargeted and targeted fortified balanced energy-protein (BEP) dietary supplementation during pregnancy and birth outcomes: a cluster-randomised effectiveness trial in rural Bangladesh.,2026,2.7167,True,PMC13311695.pdf,cached
13295838,"Feasibility of prehospital telemedicine for paediatric emergencies: a cluster-randomised pilot trial in Karachi, Pakistan.",2026,3.5301,True,PMC13295838.pdf,cached
13313273,"Effect of pasteurized &lt;i&gt;Akkermansia muciniphila&lt;/i&gt; MucT on insulin sensitivity, body composition, and GLP-1 production in subjects with metabolic syndrome: impact of low baseline gut &lt;i&gt;Akkermansia&lt;/i&gt; levels.",2026,3.6088,True,PMC13313273.pdf,cached
13295782,Confocal laser endomicroscopy-assisted endobronchial ultrasound-guided needle aspiration in diagnosing mediastinal and/or hilar lymphadenopathy (COLLABORATION-III): protocol for a randomised controlled trial.,2026,2.6621,True,PMC13295782.pdf,cached
13319674,Is outcome observed in performance of clinical tests associated with patient-reported outcome measures after patellofemoral pain treatment? Secondary analysis of data from a randomized clinical trial.,2026,2.5434,True,PMC13319674.pdf,cached
13293601,Long-Term Effectiveness of Unguided Internet-Based Cognitive Behavioral Therapy on Major Depressive Disorder in Chinese Adults: Randomized Controlled Trial With a 12-Month Follow-Up.,2026,4.482,True,PMC13293601.pdf,cached
13293570,Enhancing Cognitive Functions of Older Adults With Software Robot: Longitudinal Exploratory Field Study.,2026,1.9218,True,PMC13293570.pdf,cached
13293366,A Metaverse Program to Prevent E-Cigarette Use Among Adolescents: Pilot Mixed Methods Study.,2026,1.4728,True,PMC13293366.pdf,cached
13293421,Food for thought? The effects of the Healthy Primary School of the Future on children's educational outcomes.,2026,1.2705,True,PMC13293421.pdf,cached
13320319,The acute effectiveness of ankle taping in dancers with chronic ankle instability - a randomized crossover study.,2026,1.4224,True,PMC13320319.pdf,cached
13291162,"Sengstaken-Blakemore Tube Placement: A Simulation-Based Training Program for a High-Acuity, Low-Frequency Procedure.",2026,1.4916,True,PMC13291162.pdf,cached
13293377,Randomized communication nudges to increase primary care engagement among Medicaid enrollees in Maine.,2026,2.9833,True,PMC13293377.pdf,cached
13294169,Exploration of experience and sustained engagement with a web-based cognitive rehabilitation intervention amongst patients with aggressive lymphoma: a qualitative sub-study.,2026,1.8589,True,PMC13294169.pdf,cached
13293440,An intervention study of the general practice management of older adults with cardiovascular metabolic comorbidities.,2026,3.9724,True,PMC13293440.pdf,cached
13293410,Cardiovascular outcomes and safety associated with statin therapy for primary prevention in older adults with type 2 diabetes: A target trial emulation study.,2026,1.3822,True,PMC13293410.pdf,cached
13295068,"Impact of oliceridine versus sufentanil on postoperative nausea and vomiting in patients undergoing thyroid surgery: a prospective, double-blind, randomized controlled trial.",2026,4.5848,True,PMC13295068.pdf,cached
13290998,Determining the feasibility of self-administered relaxing acupressure for fatigue among adolescent and young adult cancer survivors.,2026,4.2297,True,PMC13290998.pdf,cached
13311215,Effects of Positive Event Recording on Rehabilitation Outcomes in Elderly Patients with Coronary Heart Disease and Anxiety.,2026,3.5427,True,PMC13311215.pdf,cached
13293477,Persuasive Gamified Virtual Reality Experience to Enhance Engagement and Focus in Young Adults With Mild Anxiety Symptoms: Randomized Pilot Experimental Study.,2026,2.4817,True,PMC13293477.pdf,cached
13295780,Supporting nurses to improve clinical trial discussions with patients with lung cancer using the Lung I-ACT tool: a mixed methods pilot study.,2026,1.4005,True,PMC13295780.pdf,cached
13311216,Effect of an Educational Intervention on Reducing Mistreatment in Gynecology and Obstetrics Services in Guinea: A Client-Reported Before-After Study.,2026,2.1093,True,PMC13311216.pdf,cached
13294491,Impact of personalized coaching on the use of digital health interventions for movement therapy in rheumatology: a randomized controlled trial.,2026,4.2439,True,PMC13294491.pdf,cached
13295762,Artificial intelligence-guided analysis of the tumor microenvironment predicts response to pembrolizumab in rare tumors.,2026,1.252,True,PMC13295762.pdf,cached
13295944,Effects of auricular vagal neuromodulation therapy combined with slow-paced diaphragmatic breathing in individuals with postural tachycardia syndrome: a randomised controlled trial protocol.,2026,4.1463,True,PMC13295944.pdf,cached
13295786,Fluorescence imaging using indocyanine green to identify sentinel lymph nodes during surgery for breast cancer (INFINITE): protocol for a hybrid effectiveness-implementation trial using a stepped-wedge cluster design.,2026,1.4859,True,PMC13295786.pdf,cached
13293430,Effect of a patient-driven perioperative intervention on health literacy: A stepped-wedge cluster randomised sub-study.,2026,3.965,True,PMC13293430.pdf,cached
13310493,Baseline Nutritional Indices as Prognostic Indicators in Patients with Recurrent or Metastatic Nasopharyngeal Carcinoma Treated with the PD-L1 Inhibitor KL-A167: A Secondary Analysis of the KL-A167 Trial.,2026,1.3589,True,PMC13310493.pdf,cached
13305890,Residual early neurological deterioration following dual antiplatelet in stroke: post hoc analysis of the ATAMIS trial.,2026,1.8601,True,PMC13305890.pdf,cached
13291804,Potassium Diformate Attenuates Inflammation and Enhances Intestinal Barrier Function Associated With Gut Microbiota Modulation in Nursery Piglets.,2026,1.1659,True,PMC13291804.pdf,cached
13295798,Tailored outpatient physiotherapy rehabilitation versus standardised usual care physiotherapy after revision total hip replacement: protocol for a randomised controlled feasibility trial.,2026,4.4279,True,PMC13295798.pdf,cached
13295867,Three-arm randomised controlled trial of text message reminders and financial incentives to improve antidepressant adherence among adults in primary care with depression: study protocol.,2026,4.0839,True,PMC13295867.pdf,cached
13295908,"Defining a diaphragm-focused and patient-acceptable inspiratory muscle training (IMT) load in difficult to wean, mechanically ventilated patients: a protocol for a prospective, mixed methods study.",2026,1.7841,True,PMC13295908.pdf,cached
13296005,Long-term safety and efficacy of upadacitinib compared with adalimumab in patients with rheumatoid arthritis: 7-year data from the SELECT-COMPARE study.,2026,2.6657,True,PMC13296005.pdf,cached
13295115,Thoracic paravertebral block with different doses of liposomal bupivacaine versus ropivacaine for postoperative analgesia in single-port thoracoscopic lung surgery: a randomized clinical trial.,2026,4.4435,True,PMC13295115.pdf,cached
13290821,Effect of 940 nm diode laser adjunct to mechanical debridement on S100A8 levels and clinical parameters in peri-implantitis treatment.,2026,2.0912,True,PMC13290821.pdf,cached
13319950,Tumor treating fields combined with concurrent chemoradiotherapy for glioblastoma: A multi-institutional analysis.,2026,1.2858,True,PMC13319950.pdf,cached
13316649,Feasibility and acceptability of a guided internet-based acceptance and commitment therapy intervention (MobACT) for adults with chronic pain in Italy: A pilot mixed-methods randomized controlled trial.,2026,4.922,True,PMC13316649.pdf,cached
13310409,Granisetron Reduces Norepinephrine Requirement for Preventing Post‑Induction Hypotension in Elderly Patients Undergoing Laparoscopic Gastrointestinal Surgery.,2026,3.0395,True,PMC13310409.pdf,cached
13288814,Medical students' knowledge and attitude towards using artificial intelligence in medical education and practice: a pre-post study.,2026,1.6372,True,PMC13288814.pdf,cached
13291328,Toothpastes containing potassium nitrate alone versus potassium nitrate combined with aluminum lactate in reducing dentin hypersensitivity: a randomized controlled trial.,2026,5.6159,True,PMC13291328.pdf,cached
13289930,Effect of high-intensity interval training in patients with chronic hepatitis B and hepatic steatosis: A randomised controlled trial.,2026,4.4781,True,PMC13289930.pdf,cached
13319650,Influence of activation systems on the removal and apical extrusion of a bioceramic intracanal medicament in immature teeth: an in vitro study.,2026,2.134,True,PMC13319650.pdf,cached
13316626,Determinants of implementation success for a digital single-session intervention for workplace mental health: Mixed methods evaluation in a cluster trial.,2026,1.5341,True,PMC13316626.pdf,cached
13291330,Exploratory crossover field study indicates efficacy and feasibility of light therapy glasses to mitigate fatigue in multiple sclerosis.,2026,3.4287,True,PMC13291330.pdf,cached
13295972,"Personalised functional-connectivity-guided neuronavigated high-frequency repetitive transcranial magnetic stimulation for peripheral neuropathic pain: protocol for a multicentre, randomised, double-blind, controlled trial.",2026,4.9548,True,PMC13295972.pdf,cached
13290828,Abdominal binders versus semi-rigid corsets after open ventral hernia repair: early postoperative tolerance and patient preference in a randomized cross-over study.,2026,1.6172,True,PMC13290828.pdf,cached
13290783,Impact of DJ stenting on subacute renal recovery after flexible ureterorenoscopy.,2026,1.4896,True,PMC13290783.pdf,cached
13313238,"A phase 3, randomized study to evaluate the safety, tolerability, and immunogenicity of V116 in children and adolescents with increased risk of pneumococcal disease (STRIDE-13).",2026,1.987,True,PMC13313238.pdf,cached
13321249,A randomized double-blind sham-controlled preliminary study of a 5-week protocol of repetitive transcranial magnetic stimulation (rTMS) combined with cognitive behavioral therapy (CBT) for gambling disorder in Indonesia.,2026,3.8969,True,PMC13321249.pdf,cached
13315500,Lateralized cerebral arterial blood flow and blood pressure adaptations to short-term head-down tilt: a 4D flow MRI study with cognitive function assessment.,2026,1.2078,True,PMC13315500.pdf,cached
13288044,Effectiveness of Thumb Sleeve Distraction and Pop-It Therapeutic Play in Reducing Dental Anxiety and Pain in Children Aged 4-6 Years Undergoing Mandibular Alveolar Nerve Block: A Randomized Controlled Trial.,2026,4.3137,True,PMC13288044.pdf,cached
